openAlex_id,doi,title,publication_year,asset_id,has_assetId
https://openalex.org/W2888209032,https://doi.org/10.1126/science.aau1504,Severing enzymes amplify microtubule arrays through lattice GTP-tubulin incorporation,2018,,False
https://openalex.org/W2980192413,https://doi.org/10.1093/mnras/staa828,STRIDES: a 3.9 per cent measurement of the Hubble constant from the strong lens system DES J0408−5354,2020,,False
https://openalex.org/W3004613412,https://doi.org/10.1038/s41588-019-0564-y,Disruption of chromatin folding domains by somatic genomic rearrangements in human cancer,2020,,False
https://openalex.org/W3034998636,https://doi.org/10.1016/j.cell.2020.05.019,CBASS Immunity Uses CARF-Related Effectors to Sense 3′–5′- and 2′–5′-Linked Cyclic Oligonucleotide Signals and Protect Bacteria from Phage Infection,2020,,False
https://openalex.org/W3046615382,https://doi.org/10.1103/physrevlett.126.091101,Constraints on Dark Matter Properties from Observations of Milky Way Satellite Galaxies,2021,,False
https://openalex.org/W2798361195,https://doi.org/10.1093/mnras/sty2711,Dark Energy Survey Year 1 results: weak lensing mass calibration of redMaPPer galaxy clusters,2018,,False
https://openalex.org/W2788834208,https://doi.org/10.1103/physrevd.98.052005,"Measurements of Higgs boson properties in the diphoton decay channel with <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mn>36</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:msup><mml:mrow><mml:mi>fb</mml:mi></mml:mrow><mml:mrow><mml:mo>−</mml:mo><mml:mn>1</mml:mn></mml:mrow></mml:msup></mml:mrow></mml:math> of <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:mi>p</mml:mi><mml:mi>p</mml:mi></mml:mrow></mml:math> collision data at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> with the ATLAS detector",2018,,False
https://openalex.org/W2900307608,https://doi.org/10.1093/mnras/stz978,First cosmological results using Type Ia supernovae from the Dark Energy Survey: measurement of the Hubble constant,2019,,False
https://openalex.org/W2823865577,https://doi.org/10.1021/jacs.8b04641,Enzymatic Assemblies Disrupt the Membrane and Target Endoplasmic Reticulum for Selective Cancer Cell Death,2018,,False
https://openalex.org/W3127383144,https://doi.org/10.1073/pnas.2017548118,Changing personality traits with the help of a digital personality change intervention,2021,,False
