openAlex_id,doi,title,publication_year,funder_name,funder_openAlex_id,award_id
https://openalex.org/W2794623165,https://doi.org/10.1002/bies.201700229,DNA Repair: The Search for Homology,2018,Foundation for the National Institutes of Health,F4320306080,GM20056
https://openalex.org/W2794623165,https://doi.org/10.1002/bies.201700229,DNA Repair: The Search for Homology,2018,Foundation for the National Institutes of Health,F4320306080,GM76020
https://openalex.org/W2794623165,https://doi.org/10.1002/bies.201700229,DNA Repair: The Search for Homology,2018,Foundation for the National Institutes of Health,F4320306080,GM61766
https://openalex.org/W2794623165,https://doi.org/10.1002/bies.201700229,DNA Repair: The Search for Homology,2018,Foundation for the National Institutes of Health,F4320306080,GM105473
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,W81XWH-12-2-0012
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,Grant U01 AG024904
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,U24 AG021886
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,AG024904
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,U01 AG024904
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,U01 AG016976
https://openalex.org/W2995918088,https://doi.org/10.1186/s12859-019-3158-x,Benchmarking machine learning models for late-onset alzheimer’s disease prediction from genomic data,2019,Foundation for the National Institutes of Health,F4320306080,N01-AG-12100
https://openalex.org/W4295693678,https://doi.org/10.1002/anie.202210568,Intranuclear Nanoribbons for Selective Killing of Osteosarcoma Cells,2022,Foundation for the National Institutes of Health,F4320306080,CA142746
https://openalex.org/W4295693678,https://doi.org/10.1002/anie.202210568,Intranuclear Nanoribbons for Selective Killing of Osteosarcoma Cells,2022,Foundation for the National Institutes of Health,F4320306080,CA262920
https://openalex.org/W2885893552,https://doi.org/10.3389/fpsyg.2018.01337,"Relationship Between Theory of Mind, Emotion Recognition, and Social Synchrony in Adolescents With and Without Autism",2018,Foundation for the National Institutes of Health,F4320306080,R01GM105045
https://openalex.org/W3020177692,https://doi.org/10.1002/adhm.202000416,Trypsin‐Instructed Self‐Assembly on Endoplasmic Reticulum for Selectively Inhibiting Cancer Cells,2020,Foundation for the National Institutes of Health,F4320306080,CA142746
https://openalex.org/W3155950626,https://doi.org/10.1007/s00294-021-01186-z,Single-strand template repair: key insights to increase the efficiency of gene editing,2021,Foundation for the National Institutes of Health,F4320306080,GM127029
https://openalex.org/W4384819823,https://doi.org/10.1002/anie.202308022,Autohydrolysis of Diglycine‐Activated Succinic Esters Boosts Cellular Uptake,2023,Foundation for the National Institutes of Health,F4320306080,CA142746
https://openalex.org/W4402792049,https://doi.org/10.1039/d4tb01154f,Enzymatic self-assembly of short peptides for cell spheroid formation,2024,Foundation for the National Institutes of Health,F4320306080,NIH CA142746
https://openalex.org/W4295693382,https://doi.org/10.1002/ange.202210568,Intranuclear Nanoribbons for Selective Killing of Osteosarcoma Cells,2022,Foundation for the National Institutes of Health,F4320306080,CA142746
https://openalex.org/W4295693382,https://doi.org/10.1002/ange.202210568,Intranuclear Nanoribbons for Selective Killing of Osteosarcoma Cells,2022,Foundation for the National Institutes of Health,F4320306080,CA262920
https://openalex.org/W4309138828,https://doi.org/10.1371/journal.pone.0273590,The small RNA landscape is stable with age and resistant to loss of dFOXO signaling in Drosophila,2022,Foundation for the National Institutes of Health,F4320306080,R21AG054724
https://openalex.org/W4309138828,https://doi.org/10.1371/journal.pone.0273590,The small RNA landscape is stable with age and resistant to loss of dFOXO signaling in Drosophila,2022,Foundation for the National Institutes of Health,F4320306080,5 T32 EB 9419-9
https://openalex.org/W4384775183,https://doi.org/10.1002/ange.202308022,Autohydrolysis of Diglycine‐Activated Succinic Esters Boosts Cellular Uptake,2023,Foundation for the National Institutes of Health,F4320306080,CA142746
