openAlex_id,doi,title,publication_year,asset_id,has_assetId
https://openalex.org/W4394956892,https://doi.org/10.1111/medu.15402,A systematic review of large language models and their implications in medical education,2024,,False
https://openalex.org/W4391530786,https://doi.org/10.3847/1538-4365/ad1191,Is the Atmosphere of the Ultra-hot Jupiter WASP-121 b Variable?,2024,,False
https://openalex.org/W3123241439,https://doi.org/10.4230/lipics.isaac.2024.22,On HTLC-Based Protocols for Multi-Party Cross-Chain Swaps,2024,,False
https://openalex.org/W4390793745,https://doi.org/10.1038/s41467-023-43957-x,Towards provably efficient quantum algorithms for large-scale machine-learning models,2024,,False
https://openalex.org/W4390882629,https://doi.org/10.1140/epjc/s10052-023-12257-5,Erratum: Towards a muon collider,2024,,False
https://openalex.org/W4392100141,https://doi.org/10.1088/1748-0221/19/02/t02015,Muon Collider Forum report,2024,,False
https://openalex.org/W4390665531,https://doi.org/10.51594/imsrj.v4i1.697,THE ROLE OF PHARMACISTS IN PERSONALISED MEDICINE: A REVIEW OF INTEGRATING PHARMACOGENOMICS INTO CLINICAL PRACTICE,2024,,False
https://openalex.org/W4391467871,https://doi.org/10.1007/jhep02(2024)003,A principle of maximum ignorance for semiclassical gravity,2024,,False
https://openalex.org/W4402754104,https://doi.org/10.1109/cvpr52733.2024.01835,Rich Human Feedback for Text-to-Image Generation,2024,,False
https://openalex.org/W4392016167,https://doi.org/10.1146/annurev-neuro-092523-110001,Keeping Your Brain in Balance: Homeostatic Regulation of Network Function,2024,9924334486601921,True
https://openalex.org/W4391100672,https://doi.org/10.1103/prxquantum.5.010201,Scrambling Dynamics and Out-of-Time-Ordered Correlators in Quantum Many-Body Systems,2024,9924325587201921,True
https://openalex.org/W4391839422,https://doi.org/10.1038/s41467-024-45196-0,Identification of structural and regulatory cell-shape determinants in Haloferax volcanii,2024,9924331801001921,True
https://openalex.org/W4399629867,https://doi.org/10.1152/physrev.00003.2024,Degenerate neuronal and circuit mechanisms important for generating rhythmic motor patterns,2024,9924372057901921,True
https://openalex.org/W4390806927,https://doi.org/10.1103/physrevlett.132.021803,"Evidence for the Higgs Boson Decay to a <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mi>Z</mml:mi></mml:math> Boson and a Photon at the LHC",2024,9924340367401921,True
https://openalex.org/W4400883489,https://doi.org/10.1016/j.chempr.2024.06.033,Self-activated energy release cascade from anthracene-based solid-state molecular solar thermal energy storage systems,2024,9924457759301921,True
https://openalex.org/W4396219201,https://doi.org/10.1103/physrevd.109.086024,Universal construction of black hole microstates,2024,,False
https://openalex.org/W4399157094,https://doi.org/10.1257/aer.20220425,Local Economic and Political Effects of Trade Deals: Evidence from NAFTA,2024,,False
https://openalex.org/W4393853710,https://doi.org/10.1016/j.celrep.2024.114035,Structural basis of ligand specificity and channel activation in an insect gustatory receptor,2024,9924451065801921,True
https://openalex.org/W4399863780,https://doi.org/10.1016/j.celrep.2024.114373,The condensation of HP1α/Swi6 imparts nuclear stiffness,2024,9924372943101921,True
https://openalex.org/W4400009570,https://doi.org/10.1016/j.apenergy.2024.123625,A multi-agent reinforcement learning method for distribution system restoration considering dynamic network reconfiguration,2024,,False
https://openalex.org/W4398243786,https://doi.org/10.1113/jp284739,Molecular and cellular neurocardiology in heart disease,2024,9924357419101921,True
https://openalex.org/W4400882713,https://doi.org/10.1001/jamanetworkopen.2024.23954,Opioid Overdose After Medication for Opioid Use Disorder Initiation Following Hospitalization or ED Visit,2024,9924379940101921,True
https://openalex.org/W4396703076,https://doi.org/10.1016/j.dadr.2024.100241,Pilot findings on the real-world performance of xylazine test strips for drug residue testing and the importance of secondary testing methods,2024,9924457659701921,True
https://openalex.org/W4396604801,https://doi.org/10.1021/jacs.4c03101,Unnatural Peptide Assemblies Rapidly Deplete Cholesterol and Potently Inhibit Cancer Cells,2024,9924352087701921,True
https://openalex.org/W4391878707,https://doi.org/10.1001/jamahealthforum.2023.5389,Projecting the Future Registered Nurse Workforce After the COVID-19 Pandemic,2024,9924331279101921,True
https://openalex.org/W4403824354,https://doi.org/10.1073/pnas.2406285121,Protein language models learn evolutionary statistics of interacting sequence motifs,2024,9924406483001921,True
https://openalex.org/W4391995031,https://doi.org/10.1103/physrevx.14.011024,Microscopic Origin of the Entropy of Black Holes in General Relativity,2024,9924333017701921,True
https://openalex.org/W4393375639,https://doi.org/10.1103/physrevlett.132.141501,Microscopic Origin of the Entropy of Astrophysical Black Holes,2024,9924344825501921,True
https://openalex.org/W4391930273,https://doi.org/10.1523/jneurosci.1332-23.2024,Resting EEG Periodic and Aperiodic Components Predict Cognitive Decline Over 10 Years,2024,9924333687101921,True
https://openalex.org/W4391358082,https://doi.org/10.1186/s40001-024-01657-2,"Paclitaxel and its semi-synthetic derivatives: comprehensive insights into chemical structure, mechanisms of action, and anticancer properties",2024,9924380784901921,True
https://openalex.org/W4391972643,https://doi.org/10.1103/physrevlett.132.081801,"Search for New Phenomena in Two-Body Invariant Mass Distributions Using Unsupervised Machine Learning for Anomaly Detection at <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" display=""inline""><mml:mrow><mml:msqrt><mml:mrow><mml:mi>s</mml:mi></mml:mrow></mml:msqrt><mml:mo>=</mml:mo><mml:mn>13</mml:mn><mml:mtext> </mml:mtext><mml:mtext> </mml:mtext><mml:mi>TeV</mml:mi></mml:mrow></mml:math> with the ATLAS Detector",2024,9924361784901921,True
https://openalex.org/W4390671019,https://doi.org/10.1038/s41592-023-02137-x,Mapping enzyme activity in living systems by real-time mid-infrared photothermal imaging of nitrile chameleons,2024,9924321072701921,True
https://openalex.org/W4398764758,https://doi.org/10.1126/sciadv.adj8769,A brain-enriched circular RNA controls excitatory neurotransmission and restricts sensitivity to aversive stimuli,2024,9924357766301921,True
https://openalex.org/W4402425182,https://doi.org/10.1186/s41256-024-00376-9,Universal coverage for oral health care in 27 low-income countries: a scoping review,2024,,False
https://openalex.org/W4393225530,https://doi.org/10.1080/10447318.2024.2325175,"How to Create and Foster Sustainable Smart Cities? Insights on Ethics, Trust, Privacy, Transparency, Incentives, and Success",2024,,False
https://openalex.org/W4401507156,https://doi.org/10.1101/2024.08.11.24311828,Testing and Evaluation of Generative Large Language Models in Electronic Health Record Applications: A Systematic Review,2024,,False
